ResponseId,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,Country,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysProfessional use,OpSysPersonal use,VersionControlSystem,VCInteraction,VCHostingPersonal use,VCHostingProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,Blockchain,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Onboarding,ProfessionalTech,TrueFalse_1,TrueFalse_2,TrueFalse_3,SurveyLength,SurveyEase,ConvertedCompYearly
45764,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Hobby,"Other doctoral degree (Ph.D., Ed.D., etc.)",Books / Physical media;On the job training;Colleague,,,12,8,"Data scientist or machine learning specialist;Engineer, data;Developer, back-end;Developer, QA or test;DevOps specialist;Scientist",20 to 99 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,USD	United States dollar,263000.0,Yearly,Bash/Shell;C#;Go;MATLAB;Python,,MongoDB,,,,Flask,,Keras;NumPy;Pandas;Qt;Scikit-learn;TensorFlow,,Docker,,Atom;IPython/Jupyter;PyCharm;Spyder;Visual Studio,,Linux-based;Windows;Windows Subsystem for Linux (WSL),Windows,Git,Command-line;Dedicated version control GUI application,,,Jira Work Management,Jira Work Management,Microsoft Teams;Slack;Zoom,Microsoft Teams;Slack;Zoom,Unsure,Stack Overflow;Stack Exchange,A few times per month or weekly,No,,"No, not really",25-34 years old,Man,No,,White,None of the above,None of the above,Yes,Independent contributor,12.0,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,3-5 times a week,1-2 times a week,6-10 times a week,30-60 minutes a day,30-60 minutes a day,Very short,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing,Yes,Yes,Yes,Appropriate in length,Easy,263000.0
45781,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Freelance/contract work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;How-to videos;Written-based Online Courses;Certification videos,Coursera;Udemy;Pluralsight;edX;Udacity,30,10,"Data scientist or machine learning specialist;Engineer, data;System administrator",20 to 99 employees,I have some influence,Start a free trial;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd,Slovenia,EUR European Euro,3500.0,Monthly,Bash/Shell;PHP;Python;SQL,Bash/Shell;PHP;Python;SQL,Microsoft SQL Server;MySQL;PostgreSQL,Cassandra;Elasticsearch;PostgreSQL,Colocation;DigitalOcean,Colocation;DigitalOcean,Laravel,FastAPI;Flask;Laravel,Apache Kafka;Apache Spark;Hadoop;Pandas,Apache Kafka;Apache Spark;Cordova;Electron;Hadoop;Pandas;TensorFlow,Ansible;Docker;Yarn,Ansible;Docker;Kubernetes;Terraform;Yarn,IntelliJ;IPython/Jupyter;Nano,Android Studio;IPython/Jupyter;Nano;PhpStorm;PyCharm;Visual Studio Code;Webstorm,Linux-based;Windows,Linux-based,Git,Command-line,,,Jira Work Management,,Microsoft Teams;Slack;Zoom,,Indifferent,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",35-44 years old,Man,No,Straight / Heterosexual,White;European,None of the above,None of the above,Yes,Independent contributor,15.0,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,1-2 times a week,1-2 times a week,1-2 times a week,Less than 15 minutes a day,Less than 15 minutes a day,Somewhat short,None of these,Yes,Yes,Yes,Appropriate in length,Easy,44796.0
45784,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Bootstrapping a business,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Technical documentation;Blogs;Stack Overflow;Online forum;How-to videos,,8,3,"Data scientist or machine learning specialist;Developer, full-stack;Academic researcher",20 to 99 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,Bangladesh,BDT	Bangladeshi taka,100000.0,Monthly,Bash/Shell;Java;Python,Bash/Shell;C++;Python;Rust;SQL,Neo4j;PostgreSQL,Cassandra;Neo4j;PostgreSQL;Redis;SQLite,,,FastAPI;Flask;React.js,FastAPI;Flask;React.js,Apache Kafka;Spring;Torch/PyTorch;Hugging Face Transformers,TensorFlow;Torch/PyTorch;Hugging Face Transformers,Docker,Docker,IntelliJ;PyCharm;Sublime Text;Visual Studio Code,IntelliJ;IPython/Jupyter;PyCharm;Sublime Text;Visual Studio Code,Linux-based,Linux-based,Git,Command-line,,,,,Microsoft Teams,Microsoft Teams;Zoom,Favorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,South Asian,,I have an anxiety disorder,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,13644.0
45810,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague;Hackathons (virtual or in-person)","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Auditory material (e.g., podcasts);Interactive tutorial;Coding sessions (live or recorded)",Coursera;edX;Udacity,8,7,Data scientist or machine learning specialist,500 to 999 employees,I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,USD	United States dollar,290000.0,Yearly,Bash/Shell;Python;SQL,Bash/Shell;Clojure;Python;SQL,MySQL;PostgreSQL;SQLite,Elasticsearch;MySQL;PostgreSQL;SQLite,AWS;Google Cloud;Managed Hosting,AWS;Google Cloud,,,Apache Kafka;NumPy;Pandas;Scikit-learn,Apache Kafka;Apache Spark;NumPy;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch;Hugging Face Transformers,Docker;Homebrew;Kubernetes,Docker;Kubernetes,IPython/Jupyter;Vim,IPython/Jupyter;Neovim;Vim,Linux-based;macOS,Linux-based,Git,Command-line,,,Asana;Confluence;Jira Work Management,Asana;Jira Work Management,Slack;Zoom,Slack;Zoom,Unfavorable,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",35-44 years old,Woman,No,Straight / Heterosexual,White,None of the above,I have an anxiety disorder,Yes,Independent contributor,15.0,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Never,1-2 times a week,1-2 times a week,15-30 minutes a day,15-30 minutes a day,Just right,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,Yes,Yes,Appropriate in length,Neither easy nor difficult,290000.0
45823,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;School (i.e., University, College, etc);On the job training",,,9,1,Data scientist or machine learning specialist,20 to 99 employees,I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,USD	United States dollar,95000.0,Yearly,Bash/Shell;Python;SQL,Bash/Shell;Python;SQL,PostgreSQL;SQLite,PostgreSQL,AWS;Heroku,AWS,FastAPI,FastAPI,NumPy;Pandas;Scikit-learn;Torch/PyTorch;Hugging Face Transformers,NumPy;Pandas;Scikit-learn;Torch/PyTorch;Hugging Face Transformers,Docker,Docker,Android Studio;CLion;IntelliJ;IPython/Jupyter;PyCharm;Vim;Visual Studio Code,Android Studio;IPython/Jupyter;PyCharm;Vim;Visual Studio Code,Linux-based;macOS,Windows;Windows Subsystem for Linux (WSL),Git,Command-line,,,Asana;ClickUp;Confluence;Jira Work Management,ClickUp,Slack;Zoom,Slack,Indifferent,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Yes,Independent contributor,2.0,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor disagree,1-2 times a week,3-5 times a week,1-2 times a week,15-30 minutes a day,Less than 15 minutes a day,Just right,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,No,No,Yes,Appropriate in length,Easy,95000.0
45942,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Bootstrapping a business;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training",Technical documentation;Written Tutorials;Written-based Online Courses,,15,9,"Data scientist or machine learning specialist;Developer, front-end;Developer, full-stack;Developer, back-end;Developer, QA or test;Developer, mobile;Database administrator;DevOps specialist;Developer, game or graphics;Cloud infrastructure engineer;Data or business analyst","5,000 to 9,999 employees",I have some influence,Visit developer communities like Stack Overflow,Canada,CAD	Canadian dollar,200000.0,Yearly,Bash/Shell;C#;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL;TypeScript,,Elasticsearch;MySQL;PostgreSQL;SQLite,CouchDB;Redis;SQLite,AWS;DigitalOcean;Heroku;Microsoft Azure,DigitalOcean;Microsoft Azure,Angular;Angular.js;Express;Flask;Gatsby;Next.js;Node.js;Nuxt.js;React.js;Ruby on Rails;Vue.js,Deno;Svelte,Electron,Electron;React Native;TensorFlow,Ansible;Docker;Homebrew;npm;Unity 3D;Unreal Engine;Yarn,Terraform,Android Studio;Atom;Eclipse;IntelliJ;NetBeans;Notepad++;RubyMine;Sublime Text;TextMate;Visual Studio;Visual Studio Code;Webstorm;Xcode,,macOS,macOS,Git;SVN,Code editor;Command-line,,,Airtable;Asana;Confluence;Jira Work Management;Notion;Trello,Stack Overflow for Teams,Cisco Webex Teams;Google Chat;Slack;Zoom,,Very favorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,Neutral,35-44 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,Yes,Independent contributor,10.0,Strongly agree,Strongly agree,Strongly agree,Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Never,1-2 times a week,6-10 times a week,30-60 minutes a day,60-120 minutes a day,Somewhat long,DevOps function;Developer portal or other central places to find tools/services;Observability tools,Yes,Yes,Yes,Appropriate in length,Easy,156168.0
46004,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects;Freelance/contract work,Some college/university study without earning a degree,"Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague;Other (please specify):;Hackathons (virtual or in-person)","Technical documentation;Blogs;Programming Games;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Written-based Online Courses;Auditory material (e.g., podcasts);Interactive tutorial;Coding sessions (live or recorded);Other (Please specify):;Certification videos",Udemy;Codecademy;Pluralsight,15,10,"Data scientist or machine learning specialist;Developer, front-end;Developer, full-stack;Developer, QA or test",I don’t know,I have little or no influence,Start a free trial;Ask developers I know/work with,United States of America,USD	United States dollar,200000.0,Yearly,C#;HTML/CSS;JavaScript;TypeScript,C;Elixir;F#;Swift,Cloud Firestore;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Firebase Realtime Database;SQLite,Cloud Firestore,AWS;Firebase;Microsoft Azure,AWS;Firebase;Google Cloud,Angular;ASP.NET;ASP.NET Core ;Gatsby;Next.js;Node.js;Nuxt.js;React.js,ASP.NET;ASP.NET Core ;Gatsby;Next.js;Node.js;React.js,.NET,React Native,Docker;npm,Docker;Kubernetes;Unity 3D;Unreal Engine,Sublime Text;Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,macOS;Windows,Linux-based;macOS;Windows,Git,Code editor;Command-line,,,Confluence;Jira Work Management,,Microsoft Teams,Microsoft Teams;Slack,Indifferent,Stack Overflow,A few times per month or weekly,No,,"No, not at all",35-44 years old,Man,No,Straight / Heterosexual,"Or, in your own words:",None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have an anxiety disorder",No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,200000.0
46012,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Books / Physical media,,,35,35,"Data scientist or machine learning specialist;Developer, back-end;Academic researcher;Cloud infrastructure engineer",500 to 999 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow,United States of America,USD	United States dollar,163000.0,Yearly,Bash/Shell;C;Go;HTML/CSS;Python,Go;Python,DynamoDB;SQLite,DynamoDB;SQLite,AWS,AWS,FastAPI;Flask,FastAPI;Flask,NumPy;Torch/PyTorch;Hugging Face Transformers,NumPy;Torch/PyTorch;Hugging Face Transformers,Docker,Docker,Vim;Visual Studio Code,Vim;Visual Studio Code,Linux-based;Windows Subsystem for Linux (WSL),Linux-based;Windows,Git,Code editor;Command-line,,,,,Google Chat;Slack;Zoom,Google Chat;Slack,Indifferent,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, definitely",55-64 years old,Man,No,Prefer not to say,White,None of the above,None of the above,Yes,Independent contributor,35.0,Agree,Agree,Strongly disagree,Disagree,Agree,Agree,Strongly disagree,1-2 times a week,1-2 times a week,3-5 times a week,30-60 minutes a day,Less than 15 minutes a day,Somewhat long,Continuous integration (CI) and (more often) continuous delivery;Automated testing,Yes,No,No,Appropriate in length,Easy,163000.0
46013,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","School (i.e., University, College, etc);On the job training;Online Courses or Certification",,Coursera;Udemy;Udacity,7,5,Data scientist or machine learning specialist;Academic researcher;Project manager;Product manager,"10,000 or more employees",I have some influence,Start a free trial,United States of America,USD	United States dollar,215000.0,Yearly,PowerShell;Python;SQL,Julia;PowerShell;Python;SQL,,,AWS,AWS,,,NumPy;Pandas,Keras;NumPy;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch,Docker,Docker;Kubernetes;Terraform,IPython/Jupyter;Notepad++;Visual Studio Code,IPython/Jupyter;Notepad++;Visual Studio Code,Windows,macOS;Windows,Git,Dedicated version control GUI application,,,Asana;Jira Work Management,Asana;Jira Work Management,Microsoft Teams;Zoom,Microsoft Teams;Slack;Zoom,Unfavorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,Indian;Asian,None of the above,None of the above,Yes,People manager,5.0,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,1-2 times a week,3-5 times a week,1-2 times a week,30-60 minutes a day,60-120 minutes a day,Somewhat long,DevOps function;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,Yes,Yes,Too long,Easy,215000.0
46014,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Freelance/contract work,"Other doctoral degree (Ph.D., Ed.D., etc.)","Books / Physical media;School (i.e., University, College, etc);On the job training",,,28,27,"Data scientist or machine learning specialist;Developer, full-stack;Developer, QA or test;Educator;Database administrator;Academic researcher;Designer;Scientist","10,000 or more employees",I have a great deal of influence,Start a free trial;Ask developers I know/work with;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd,United States of America,USD	United States dollar,120000.0,Yearly,Bash/Shell;Perl;PowerShell;Python;R;SQL,Go;Groovy;Julia;Kotlin;Rust;Scala,MariaDB;Microsoft SQL Server,,AWS,Google Cloud;Microsoft Azure,Django,ASP.NET,GTK;NumPy;Pandas,TensorFlow,Docker;Homebrew,,IntelliJ;IPython/Jupyter;PyCharm;RStudio;Sublime Text;Vim;Visual Studio;Visual Studio Code,,Linux-based;Windows,Linux-based;macOS;Windows,Git,Code editor;Command-line;Version control hosting service web GUI,,,,,Microsoft Teams;Slack;Zoom,,Very unfavorable,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",65 years or older,Man,No,Straight / Heterosexual,White;European,None of the above,None of the above,Yes,Independent contributor,50.0,Strongly agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,1-2 times a week,6-10 times a week,Never,15-30 minutes a day,15-30 minutes a day,Somewhat long,None of these,Yes,No,Yes,Appropriate in length,Neither easy nor difficult,120000.0
46017,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,Hobby;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Books / Physical media;Online Courses or Certification,,Coursera;Pluralsight,8,5,Data scientist or machine learning specialist,100 to 499 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,Peru,PEN	Peruvian sol,7000.0,Monthly,Bash/Shell;C++;Python;SQL,Bash/Shell;C++;JavaScript;Python;SQL,Microsoft SQL Server;MongoDB;MySQL,Microsoft SQL Server;MongoDB;MySQL,Google Cloud,AWS;Google Cloud,Flask,Flask,Keras;NumPy;Pandas;Scikit-learn;TensorFlow,Apache Spark;Hadoop;Keras;NumPy;Pandas;Scikit-learn;TensorFlow,Docker;Kubernetes,Docker;Kubernetes,Visual Studio Code,Notepad++;Visual Studio Code,Linux-based,Windows,Git,Code editor;Command-line,,,ClickUp;monday.com;Trello,ClickUp;Stack Overflow for Teams,Google Chat;Microsoft Teams,Google Chat,Very unfavorable,Collectives on Stack Overflow;Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, definitely",25-34 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a;South American;Multiracial,None of the above,None of the above,Yes,Independent contributor,5.0,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,1-2 times a week,3-5 times a week,1-2 times a week,30-60 minutes a day,30-60 minutes a day,Just right,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing,Yes,Yes,Yes,Appropriate in length,Easy,22512.0
46070,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Full in-person,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague",Technical documentation;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;How-to videos;Written-based Online Courses;Coding sessions (live or recorded);Certification videos,Codecademy;edX;Other,7,4,"Data scientist or machine learning specialist;Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Database administrator",100 to 499 employees,I have some influence,Start a free trial,Denmark,DKK	Danish krone,42500.0,Monthly,C#;HTML/CSS;SQL;VBA,C#;HTML/CSS;JavaScript;Python;SQL;VBA,Microsoft SQL Server,Microsoft SQL Server;MongoDB,Heroku,Microsoft Azure,ASP.NET;ASP.NET Core ;Django,ASP.NET;ASP.NET Core ;Blazor,.NET,.NET,,,Atom;Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,macOS;Windows,Git,Code editor;Command-line,,,Confluence;Smartsheet,Smartsheet,Microsoft Teams,Microsoft Teams,Indifferent,Stack Overflow,Daily or almost daily,Not sure/can't remember,,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White;European,None of the above,None of the above,Yes,Independent contributor,6.0,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Neither agree nor disagree,3-5 times a week,10+ times a week,3-5 times a week,15-30 minutes a day,30-60 minutes a day,Somewhat short,None of these,No,Yes,Yes,Appropriate in length,Easy,73128.0
46165,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Colleague",Technical documentation;Blogs;Stack Overflow;Online forum;How-to videos,,12,10,"Data scientist or machine learning specialist;Developer, back-end;Developer, mobile;Developer, game or graphics",10 to 19 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow,United States of America,USD	United States dollar,95000.0,Yearly,C#;JavaScript;Python;Swift;TypeScript,C#;Python;Swift,Cloud Firestore;MongoDB;SQLite,,AWS;Firebase;Google Cloud,AWS;Firebase,Express;Node.js,ASP.NET Core ,,,Homebrew;npm;Unity 3D;Yarn,Docker;Homebrew;Unity 3D,PyCharm;Rider;Visual Studio Code;Xcode,PyCharm;Rider;Xcode,macOS,macOS,Git,Dedicated version control GUI application,,,Confluence;Jira Work Management;Trello,Confluence;Jira Work Management;Trello,Slack,Slack,Very unfavorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",25-34 years old,Man,No,Prefer not to say,White,None of the above,Prefer not to say,Yes,People manager,15.0,Agree,Strongly agree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,1-2 times a week,1-2 times a week,3-5 times a week,60-120 minutes a day,15-30 minutes a day,Very long,None of these,Yes,No,No,Appropriate in length,Easy,95000.0
46178,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Contribute to open-source projects,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","School (i.e., University, College, etc);Online Courses or Certification",,Codecademy,7,2,"Data scientist or machine learning specialist;Developer, back-end",100 to 499 employees,I have little or no influence,Start a free trial,Slovenia,EUR European Euro,2000.0,Monthly,Python;SQL,Go;Python;SQL,PostgreSQL,PostgreSQL,AWS;Microsoft Azure,AWS;Microsoft Azure,FastAPI,Django;FastAPI,Keras;NumPy;Pandas;Qt;Scikit-learn,Keras;NumPy;Pandas;Qt;Scikit-learn;TensorFlow;Torch/PyTorch,Docker;Kubernetes,Docker;Kubernetes,IPython/Jupyter;PyCharm;Qt Creator,IPython/Jupyter;PyCharm;Qt Creator,Linux-based,Linux-based;Windows,Git,Code editor;Command-line;Version control hosting service web GUI;Dedicated version control GUI application,,,Jira Work Management;Trello,Jira Work Management,Microsoft Teams;Slack;Zoom,Microsoft Teams,Indifferent,Stack Overflow,A few times per month or weekly,Not sure/can't remember,,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,European,None of the above,None of the above,Yes,Independent contributor,2.0,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,1-2 times a week,1-2 times a week,Never,15-30 minutes a day,60-120 minutes a day,Somewhat short,None of these,Yes,Yes,Yes,Appropriate in length,Easy,25596.0
46351,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","School (i.e., University, College, etc);On the job training;Online Courses or Certification",,Coursera;Udemy,5,1,"Data scientist or machine learning specialist;Developer, back-end",500 to 999 employees,I have some influence,Start a free trial;Ask developers I know/work with,Sri Lanka,LKR	Sri Lankan rupee,70000.0,Monthly,C;HTML/CSS;Java;JavaScript;Python;SQL,C;Java;JavaScript;MATLAB;Python;SQL,Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,DynamoDB;Elasticsearch;MongoDB;PostgreSQL,AWS;Heroku,AWS;Heroku,Flask;Node.js;React.js,Django;Flask;Node.js;React.js,Hadoop;Keras;NumPy;Pandas;Scikit-learn;Spring;TensorFlow,Apache Kafka;Apache Spark;Hadoop;Keras;NumPy;Pandas;React Native;Scikit-learn;TensorFlow,Docker;Kubernetes;npm,Docker;Kubernetes;npm,Eclipse;Visual Studio Code,Eclipse;Visual Studio Code,Linux-based;Windows,Linux-based;Windows,Git,Code editor;Command-line,,,Microsoft Planner,,Microsoft Teams,Microsoft Teams,Favorable,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,Neutral,25-34 years old,Man,No,Straight / Heterosexual,Asian;South Asian,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have autism / an autism spectrum disorder (e.g. Asperger's, etc.)",Yes,Independent contributor,2.0,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Agree,1-2 times a week,1-2 times a week,Never,Over 120 minutes a day,Over 120 minutes a day,Somewhat short,DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,No,Yes,Yes,Appropriate in length,Neither easy nor difficult,2328.0
46373,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum)",Technical documentation;Blogs;Stack Overflow;Online forum,,22,10,Data scientist or machine learning specialist,"10,000 or more employees",I have little or no influence,Ask developers I know/work with,Brazil,BRL	Brazilian real,8700.0,Monthly,Objective-C;PowerShell;Python;SAS;SQL,Python;SQL,,,AWS,AWS,,,Apache Spark;NumPy;Pandas;Scikit-learn,Apache Spark;Keras;NumPy;Scikit-learn,,,IPython/Jupyter;Visual Studio;Visual Studio Code,IPython/Jupyter;Visual Studio Code,Windows,Windows;Windows Subsystem for Linux (WSL),Git,Code editor;Command-line,,,Jira Work Management;Microsoft Planner;Trello,Microsoft Planner,Microsoft Teams,Microsoft Teams,Very unfavorable,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual;Queer,South American;Multiracial,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,21684.0
